,仁武,前金,前鎮,善化,大寮,安南,小港,屏東,左營,復興,恆春,新營,林園,楠梓,橋頭,潮州,美濃,臺南,鳳山
2023-04-18-04,26,21,22,23,30,24,23,28,23,22,8,29,22,25,27,25,21,25,29
2023-04-18-05,27,22,23,25,30,28,25,28,25,23,8,28,24,26,27,26,21,29,29
2023-04-18-06,28,23,25,28,31,29,27,29,27,25,8,29,24,27,28,26,20,32,31
2023-04-18-07,29,26,28,29,31,33,29,30,28,27,9,31,24,27,29,26,20,35,32
2023-04-18-08,30,28,29,31,32,36,31,31,30,28,9,32,26,28,31,26,21,35,34
2023-04-18-09,31,31,32,31,35,38,33,33,32,32,10,35,26,29,33,27,22,35,34
2023-04-18-10,34,34,34,29,35,39,33,34,35,33,10,36,28,29,35,29,23,34,36
2023-04-18-11,37,32,32,28,35,39,31,35,34,32,10,35,27,33,39,30,23,34,36
2023-04-18-12,35,29,29,29,31,39,28,35,33,30,9,34,24,34,37,30,24,34,33
2023-04-18-13,33,25,25,30,27,36,25,30,30,25,8,34,22,31,34,27,24,32,30
2023-04-18-14,28,21,21,31,25,32,24,28,26,21,7,34,19,28,30,23,23,29,27
2023-04-18-15,23,20,20,29,24,30,23,24,24,20,7,34,17,25,25,20,22,25,24
2023-04-18-16,21,20,19,26,22,25,22,20,21,18,8,33,16,20,22,17,21,22,22
2023-04-18-17,21,19,18,21,23,23,21,20,20,17,8,31,15,18,21,16,19,20,20
2023-04-18-18,-999,19,17,18,24,22,19,17,18,15,9,28,14,16,20,16,18,18,20
2023-04-18-19,-999,17,16,18,22,21,18,16,17,15,7,29,13,15,19,15,17,17,18
2023-04-18-20,17,15,15,17,23,19,16,15,16,14,5,32,12,14,17,14,16,16,17
2023-04-18-21,16,14,13,17,20,18,16,14,14,13,4,31,11,13,17,13,15,16,16
2023-04-18-22,14,12,11,17,17,16,15,13,13,13,4,33,10,12,16,12,14,15,14
2023-04-18-23,11,11,10,16,16,14,14,11,12,13,4,32,9,11,14,10,13,13,13
2023-04-19-00,9,11,9,14,14,14,14,9,11,12,4,28,8,10,13,9,12,13,13
2023-04-19-01,8,10,10,12,13,14,13,9,10,11,3,28,7,9,12,8,11,13,13
2023-04-19-02,9,10,9,10,13,13,13,9,9,10,2,21,6,9,12,7,11,13,12
2023-04-19-03,9,9,9,9,12,14,12,9,8,8,2,17,5,7,10,7,10,13,12
2023-04-19-04,9,10,8,9,12,13,11,8,8,7,1,17,5,6,10,6,10,11,11
2023-04-19-05,9,10,6,8,11,13,11,8,9,6,1,16,5,7,9,5,10,11,11
2023-04-19-06,9,10,7,7,10,12,10,7,9,7,1,16,5,7,9,5,9,11,12
2023-04-19-07,9,10,7,6,10,12,11,8,9,7,1,15,5,8,9,4,8,11,12
2023-04-19-08,10,9,7,6,10,13,11,8,9,8,1,12,5,8,10,5,7,11,13
2023-04-19-09,10,10,7,6,9,13,12,9,10,10,2,11,5,9,11,6,6,11,14
2023-04-19-10,11,10,7,7,10,13,11,9,10,9,2,10,5,10,12,7,7,11,15
2023-04-19-11,11,9,7,9,11,13,11,9,11,9,3,10,5,11,12,7,9,11,15
2023-04-19-12,11,9,7,10,11,12,11,9,9,9,4,12,5,10,12,7,10,10,14
2023-04-19-13,11,10,6,10,10,12,10,9,7,8,5,11,5,10,12,6,10,9,14
2023-04-19-14,10,10,7,11,10,11,11,9,7,8,6,11,6,10,11,5,9,7,12
2023-04-19-15,10,10,7,9,10,11,11,9,8,8,6,10,7,9,11,6,9,7,12
2023-04-19-16,11,11,7,9,11,11,11,10,9,9,6,9,7,10,10,7,10,7,11
2023-04-19-17,12,11,7,10,12,13,11,12,12,10,6,10,7,10,12,8,11,9,12
2023-04-19-18,13,12,7,11,13,14,13,13,12,11,6,12,6,11,12,10,13,9,14
2023-04-19-19,14,13,9,12,14,16,13,14,13,12,6,13,7,11,14,11,15,11,16
2023-04-19-20,15,13,10,13,15,17,13,16,12,12,7,16,8,12,15,12,17,12,17
2023-04-19-21,15,14,12,14,16,17,14,17,12,13,7,17,10,12,15,13,18,13,17
2023-04-19-22,15,15,13,13,17,19,14,19,13,13,8,17,11,12,15,14,19,14,18
2023-04-19-23,17,16,13,13,18,20,15,20,14,14,9,18,12,14,17,15,18,15,19
2023-04-20-00,18,17,14,13,19,20,17,21,15,14,9,17,12,15,18,15,17,16,20
2023-04-20-01,20,17,14,13,19,21,17,20,15,15,10,19,13,16,19,17,16,16,20
2023-04-20-02,19,17,15,13,20,21,18,21,16,16,10,19,13,17,19,17,15,16,21
2023-04-20-03,18,17,15,13,21,21,18,20,15,15,9,19,13,17,18,17,15,17,20
2023-04-20-04,18,18,15,14,22,22,18,20,16,16,10,18,14,16,19,17,15,18,20
2023-04-20-05,18,18,17,14,22,22,19,20,17,18,10,18,14,16,19,17,16,17,20
2023-04-20-06,19,18,18,15,22,22,19,20,18,18,11,18,14,16,19,17,17,18,21
2023-04-20-07,21,19,19,15,22,22,20,21,20,20,11,19,16,17,20,17,17,19,23
2023-04-20-08,21,20,20,15,23,23,21,21,20,21,12,20,16,18,20,18,18,19,24
2023-04-20-09,23,21,20,16,22,23,20,21,20,21,12,20,18,19,21,19,17,19,25
2023-04-20-10,22,21,20,15,21,22,21,21,20,21,13,20,18,19,20,19,17,18,25
2023-04-20-11,22,20,19,14,22,23,19,20,19,20,14,19,18,18,19,18,17,18,25
2023-04-20-12,21,19,18,14,22,22,19,18,19,19,14,18,17,16,19,16,16,16,24
2023-04-20-13,18,18,18,13,23,20,19,17,17,18,13,17,17,15,17,14,16,15,22
2023-04-20-14,17,17,18,12,22,18,18,16,16,17,13,16,17,14,16,13,15,14,21
2023-04-20-15,16,16,18,12,22,17,18,15,15,17,13,15,-999,14,15,13,14,14,21
2023-04-20-16,16,15,17,12,21,16,18,15,14,16,13,15,-999,13,14,14,14,13,23
2023-04-20-17,15,14,16,11,21,15,17,15,14,16,13,14,15,13,14,14,13,14,23
2023-04-20-18,15,16,16,10,20,15,17,15,14,16,12,13,16,14,15,14,13,14,23
2023-04-20-19,15,17,16,10,20,16,17,16,14,16,12,12,15,13,15,14,13,15,22
2023-04-20-20,14,17,15,9,19,16,16,16,14,16,12,12,16,13,15,14,12,15,20
2023-04-20-21,15,17,16,9,20,17,17,15,15,16,12,11,16,13,16,14,13,15,20
2023-04-20-22,15,17,16,10,20,18,18,15,16,16,12,12,15,13,17,14,12,15,20
2023-04-20-23,16,17,16,9,20,17,18,15,17,16,12,13,15,13,19,14,11,16,21
2023-04-21-00,18,17,17,10,20,17,19,16,18,16,13,13,15,14,20,14,11,18,22
2023-04-21-01,18,18,16,10,19,19,18,14,19,16,12,14,18,13,19,14,10,18,23
2023-04-21-02,19,18,17,10,20,18,18,15,19,16,12,14,19,14,18,15,10,18,23
2023-04-21-03,19,20,17,11,19,18,17,14,19,17,13,13,19,14,16,15,10,18,22
2023-04-21-04,18,21,17,11,18,19,18,14,19,17,13,14,18,14,16,15,10,19,20
2023-04-21-05,18,20,17,11,19,18,18,14,18,17,14,15,17,14,16,15,10,19,19
2023-04-21-06,18,20,16,12,18,20,17,14,17,16,13,15,16,13,16,14,9,20,18
2023-04-21-07,17,18,16,13,19,20,17,14,16,16,13,16,16,14,16,15,9,20,18
2023-04-21-08,17,16,14,15,19,21,16,15,17,15,12,16,16,13,17,15,9,20,18
2023-04-21-09,18,17,14,16,18,21,15,14,16,16,11,16,16,14,17,15,10,20,17
2023-04-21-10,18,18,15,16,19,21,16,15,17,16,11,16,16,15,18,16,11,18,17
2023-04-21-11,17,18,15,16,18,21,17,16,17,16,11,16,16,15,18,14,11,17,18
2023-04-21-12,17,18,15,16,19,20,18,16,16,16,10,17,16,15,18,15,12,16,18
2023-04-21-13,17,18,15,16,19,19,20,17,17,15,8,16,15,14,18,16,12,17,18
2023-04-21-14,17,18,15,15,18,17,18,18,16,15,7,16,15,14,17,16,13,16,19
2023-04-21-15,16,16,14,14,19,17,17,20,15,14,5,16,15,14,17,18,13,15,18
2023-04-21-16,17,15,14,14,20,16,16,21,14,13,4,14,15,15,17,20,14,14,18
2023-04-21-17,17,14,14,14,22,16,14,22,13,12,3,14,16,16,18,21,16,13,19
2023-04-21-18,19,13,15,14,25,16,15,23,14,12,3,14,17,16,18,22,18,13,20
2023-04-21-19,20,15,15,14,26,17,17,24,15,13,2,15,18,16,19,22,19,15,21
2023-04-21-20,20,16,16,15,27,19,18,26,16,15,2,15,20,17,19,20,19,17,21
2023-04-21-21,20,18,17,15,28,19,21,28,18,17,2,16,17,17,18,18,19,18,23
2023-04-21-22,22,21,18,15,24,20,18,27,21,18,2,18,14,18,19,16,19,21,23
2023-04-21-23,23,19,16,16,21,20,16,24,19,16,2,18,11,21,20,14,19,21,22
2023-04-22-00,22,17,13,16,18,20,14,23,17,15,2,19,7,19,19,14,17,21,20
2023-04-22-01,20,15,12,17,15,20,11,20,14,12,2,21,6,18,17,15,17,22,16
2023-04-22-02,17,11,9,17,15,23,11,18,11,10,1,21,6,17,15,15,16,24,14
2023-04-22-03,14,12,9,18,14,25,11,19,11,10,1,23,6,13,14,16,15,27,14
2023-04-22-04,14,13,10,20,14,28,11,18,14,11,2,24,7,15,18,15,16,30,14
2023-04-22-05,16,16,11,21,15,30,12,17,16,11,2,26,9,16,21,14,15,33,15
2023-04-22-06,16,18,11,22,16,32,13,17,18,13,3,28,10,16,23,14,14,34,17
2023-04-22-07,18,19,14,23,18,33,14,17,19,14,4,29,11,18,24,13,14,33,19
2023-04-22-08,19,19,13,25,20,33,17,17,18,13,4,31,11,18,21,13,14,34,21
2023-04-22-09,18,17,13,26,20,33,18,18,18,13,5,33,13,17,21,14,14,33,20
2023-04-22-10,18,16,12,27,21,30,18,18,17,11,7,33,15,18,23,14,13,32,19
2023-04-22-11,19,17,12,28,20,28,18,18,18,12,7,32,16,19,24,15,14,31,19
2023-04-22-12,19,17,12,26,20,27,17,18,17,12,8,31,19,19,26,17,13,28,18
2023-04-22-13,19,17,13,25,21,27,17,20,17,12,8,31,18,20,27,16,14,26,19
2023-04-22-14,19,18,14,25,21,27,18,22,18,12,8,31,18,20,26,17,16,25,19
2023-04-22-15,20,17,16,24,24,26,19,22,18,13,9,31,19,20,25,17,18,23,18
2023-04-22-16,20,17,17,22,24,25,20,21,19,13,9,32,19,19,22,17,19,22,19
2023-04-22-17,20,17,18,21,24,24,21,21,19,14,10,30,20,20,22,17,19,21,18
2023-04-22-18,20,17,19,21,24,23,21,20,19,15,11,28,21,19,21,17,19,21,18
2023-04-22-19,19,19,19,22,22,23,20,20,19,15,10,28,23,19,21,18,19,23,19
2023-04-22-20,18,20,18,23,22,24,20,20,19,16,10,28,23,19,22,19,19,23,19
2023-04-22-21,18,21,18,24,22,26,19,20,20,17,10,29,25,19,22,21,21,25,20
2023-04-22-22,19,21,18,24,21,27,20,20,21,17,9,30,25,20,24,22,21,26,19
2023-04-22-23,21,22,18,25,22,28,21,21,22,18,8,30,23,21,26,22,20,28,20
2023-04-23-00,24,23,20,26,22,29,23,22,24,20,6,31,23,23,28,23,20,30,22
2023-04-23-01,25,25,23,27,22,29,28,24,25,22,5,31,20,24,31,22,20,32,23
2023-04-23-02,26,26,24,27,22,32,29,25,27,24,4,30,18,25,33,20,20,35,25
2023-04-23-03,27,27,26,28,20,34,28,26,27,26,5,31,16,27,33,17,20,37,26
2023-04-23-04,28,27,25,30,18,36,26,26,28,27,5,32,15,27,33,14,19,39,26
2023-04-23-05,28,27,24,31,17,37,21,26,29,26,6,33,14,29,34,13,18,40,27
2023-04-23-06,31,30,24,32,19,38,22,25,31,27,6,34,14,30,36,14,18,40,28
2023-04-23-07,34,33,27,34,23,38,26,25,34,30,6,35,14,33,39,16,16,40,31
2023-04-23-08,37,37,30,36,27,40,30,26,36,33,7,36,17,36,43,18,17,42,34
2023-04-23-09,38,40,33,39,29,43,34,28,38,36,8,39,20,38,44,20,18,42,35
2023-04-23-10,37,38,32,39,30,44,34,29,37,34,9,40,24,37,43,21,18,42,33
2023-04-23-11,35,36,33,38,28,44,36,29,36,33,11,40,25,35,41,20,18,41,31
2023-04-23-12,34,35,34,35,30,40,39,28,36,34,12,38,23,33,39,20,18,36,31
2023-04-23-13,33,36,37,31,29,36,40,30,37,36,13,34,20,30,37,18,18,33,32
2023-04-23-14,32,37,40,28,31,31,45,33,37,38,14,31,19,29,34,17,18,28,33
2023-04-23-15,30,36,39,24,34,27,46,36,35,39,13,29,19,25,31,18,20,25,34
2023-04-23-16,27,33,37,23,36,26,43,38,31,35,14,27,22,23,29,19,20,24,32
2023-04-23-17,26,31,34,23,38,26,40,37,28,31,14,27,24,22,27,20,22,23,29
2023-04-23-18,25,28,31,24,36,27,37,33,28,30,14,28,24,21,27,19,21,25,28
2023-04-23-19,25,28,29,25,32,29,33,29,27,28,14,28,25,21,26,19,21,26,27
2023-04-23-20,25,28,28,25,29,30,32,28,27,27,13,29,23,21,26,17,20,28,26
2023-04-23-21,26,27,28,25,27,29,32,26,27,28,12,28,21,21,26,15,19,29,26
2023-04-23-22,26,27,27,24,25,29,34,25,27,27,11,29,20,21,26,15,18,27,26
2023-04-23-23,24,27,26,24,25,28,34,24,26,26,10,29,18,21,25,14,18,27,26
2023-04-24-00,22,26,25,25,24,28,32,21,24,26,9,30,16,21,24,13,18,27,24
2023-04-24-01,21,25,24,27,22,30,31,19,24,23,8,32,15,19,23,12,18,29,22
2023-04-24-02,21,25,24,28,20,31,28,18,24,23,8,33,14,21,26,11,17,33,21
2023-04-24-03,24,26,23,30,19,33,25,17,25,23,8,33,13,23,28,11,17,34,20
2023-04-24-04,25,26,23,30,18,34,25,17,28,22,10,35,12,25,29,11,17,35,20
2023-04-24-05,26,27,22,31,18,35,23,16,29,22,10,34,12,27,32,11,17,37,19
2023-04-24-06,27,29,21,32,17,36,22,16,30,21,10,33,11,28,33,10,17,37,18
2023-04-24-07,29,31,23,33,17,36,23,17,32,22,10,33,11,29,34,10,18,39,19
2023-04-24-08,34,34,26,37,17,39,23,16,33,25,9,33,11,32,36,9,20,41,20
2023-04-24-09,36,37,29,39,18,41,27,17,35,28,10,35,12,34,39,10,22,42,21
2023-04-24-10,40,38,33,41,19,41,31,20,39,31,11,37,16,37,41,11,24,43,26
2023-04-24-11,41,41,37,41,23,41,35,22,41,35,11,37,20,38,43,13,26,45,29
2023-04-24-12,39,42,39,39,27,38,39,25,42,37,14,36,25,38,44,16,30,44,31
2023-04-24-13,40,44,40,37,33,36,40,27,44,39,14,33,29,40,45,18,30,40,34
2023-04-24-14,37,45,42,34,38,29,43,30,43,41,16,32,33,38,43,21,32,36,36
2023-04-24-15,35,44,40,31,42,29,42,33,40,39,17,31,37,36,40,23,32,32,36
2023-04-24-16,32,39,37,30,44,26,39,36,36,35,16,29,35,34,37,26,32,29,35
2023-04-24-17,30,33,33,27,41,25,36,37,31,32,20,26,33,30,33,27,34,27,32
2023-04-24-18,28,26,28,24,37,24,32,34,27,27,19,23,29,26,32,28,36,25,27
2023-04-24-19,25,24,24,21,32,21,29,31,24,24,19,21,23,23,27,28,34,23,24
2023-04-24-20,22,23,22,18,28,19,27,27,23,22,20,20,21,21,26,24,30,21,23
2023-04-24-21,21,20,20,17,26,18,26,25,21,20,19,19,20,20,24,19,25,20,23
2023-04-24-22,19,20,19,18,26,18,24,23,20,19,19,21,20,20,23,17,21,20,22
2023-04-24-23,18,19,19,20,24,21,23,22,20,19,20,21,19,21,23,17,21,22,21
2023-04-25-00,19,19,18,21,22,22,22,21,21,18,19,22,18,21,21,18,19,22,20
2023-04-25-01,20,19,18,22,20,23,22,21,20,18,18,21,17,20,21,18,18,25,18
2023-04-25-02,21,18,17,22,19,25,21,21,20,17,15,20,15,21,24,18,18,27,16
2023-04-25-03,23,19,18,22,17,25,21,20,21,18,12,21,14,23,26,16,17,27,18
2023-04-25-04,26,21,19,21,19,27,22,19,22,18,9,21,15,25,28,13,17,29,21
2023-04-25-05,28,22,21,23,22,28,23,19,24,21,7,23,17,26,30,12,17,30,26
2023-04-25-06,30,25,22,24,26,30,24,19,28,22,6,24,21,27,30,12,17,32,30
2023-04-25-07,31,28,23,26,30,32,26,19,30,24,5,25,23,28,32,14,19,34,31
2023-04-25-08,32,30,24,29,32,33,28,21,32,26,5,26,27,29,34,16,19,37,33
2023-04-25-09,33,31,25,31,33,35,29,22,33,26,5,28,27,31,37,20,20,39,33
2023-04-25-10,33,31,27,35,34,37,28,26,33,28,4,30,27,31,38,22,21,41,34
2023-04-25-11,32,28,26,35,35,35,27,29,31,26,-999,31,27,29,37,23,21,38,33
2023-04-25-12,28,26,26,32,34,32,26,30,30,24,-999,32,26,27,33,23,22,33,30
2023-04-25-13,26,22,24,28,33,30,25,30,29,22,-999,31,25,25,30,23,22,29,28
2023-04-25-14,25,20,23,24,30,27,25,28,27,20,0,32,26,23,26,20,23,26,25
2023-04-25-15,23,20,21,21,29,25,24,25,26,19,1,30,25,21,24,18,22,25,23
2023-04-25-16,21,19,20,21,28,23,23,23,23,18,1,30,23,20,23,19,19,23,23
2023-04-25-17,19,18,18,22,27,22,22,22,20,16,1,29,20,18,22,19,17,22,23
2023-04-25-18,17,16,16,21,25,21,20,21,18,15,2,28,19,16,21,18,17,20,22
2023-04-25-19,16,14,15,21,23,21,19,20,17,14,2,26,16,15,20,16,15,20,21
2023-04-25-20,16,15,15,20,21,22,18,20,17,14,2,24,15,14,19,16,16,20,19
2023-04-25-21,16,14,14,19,18,22,17,20,16,14,2,23,15,14,18,16,15,20,18
2023-04-25-22,17,15,14,18,17,21,16,19,16,15,2,23,15,15,18,17,16,19,17
2023-04-25-23,20,17,16,19,16,21,16,19,17,16,2,23,15,18,19,16,16,20,18
2023-04-26-00,21,17,18,20,16,21,17,19,19,18,2,25,15,19,20,15,16,22,21
2023-04-26-01,22,19,20,22,18,22,19,19,20,20,2,26,14,20,22,14,17,23,23
2023-04-26-02,24,21,22,24,19,24,21,20,22,21,1,28,14,21,24,14,17,26,25
2023-04-26-03,25,24,24,24,22,24,23,21,23,24,1,27,15,22,26,13,18,27,27
2023-04-26-04,28,28,26,23,24,24,25,21,25,27,1,25,18,26,29,12,20,27,30
2023-04-26-05,32,31,29,22,27,24,28,23,28,30,1,23,21,28,32,15,23,27,34
2023-04-26-06,34,33,32,22,31,22,32,27,29,33,1,20,25,31,34,18,26,25,37
2023-04-26-07,37,36,34,21,34,21,35,31,31,35,0,19,29,33,36,21,28,23,40
2023-04-26-08,37,37,37,20,38,21,37,35,32,36,0,19,31,34,36,24,31,22,42
2023-04-26-09,38,37,38,20,41,20,39,38,33,38,0,19,34,35,36,28,31,21,42
2023-04-26-10,39,37,39,19,43,20,41,39,34,38,0,18,38,35,35,32,31,20,43
2023-04-26-11,40,36,39,19,46,18,43,40,33,37,0,19,41,36,36,36,31,19,43
2023-04-26-12,39,35,37,20,48,18,43,41,31,37,0,21,41,36,36,38,31,18,41
2023-04-26-13,37,32,34,20,45,17,40,43,28,34,1,20,40,34,33,37,31,17,39
2023-04-26-14,34,30,30,18,40,17,35,44,25,31,1,20,35,32,32,35,29,16,37
2023-04-26-15,31,28,27,17,36,17,31,42,23,27,0,21,30,28,29,31,29,15,33
2023-04-26-16,29,25,26,17,32,16,28,39,22,25,1,22,27,26,27,28,27,15,30
2023-04-26-17,27,24,24,16,31,16,27,35,20,23,1,22,24,24,24,25,25,14,27
2023-04-26-18,24,21,23,17,30,16,27,31,19,20,1,23,22,22,22,23,24,14,25
2023-04-26-19,21,20,21,17,28,17,26,29,17,18,1,23,20,20,19,21,23,15,23
2023-04-26-20,20,18,19,18,27,19,24,27,16,17,1,22,18,19,18,20,21,18,21
2023-04-26-21,18,17,18,20,25,21,22,24,15,16,1,22,16,17,17,18,22,21,19
2023-04-26-22,17,15,16,19,23,22,20,23,14,14,1,22,15,16,17,17,22,23,18
2023-04-26-23,15,14,15,17,20,22,17,21,15,13,1,21,13,18,20,16,23,22,17
2023-04-27-00,18,15,15,17,18,23,16,19,16,12,1,20,12,20,22,14,24,22,15
2023-04-27-01,20,18,14,15,17,23,15,18,20,13,1,20,11,23,25,12,24,20,16
2023-04-27-02,22,20,16,15,20,22,15,20,22,17,2,19,12,26,25,10,23,20,18
2023-04-27-03,23,21,20,16,23,23,17,22,22,21,3,18,12,24,23,9,23,21,20
2023-04-27-04,23,21,21,17,25,23,19,24,23,22,3,17,16,22,21,9,21,22,22
2023-04-27-05,22,20,23,17,28,23,20,25,22,22,3,17,18,20,21,9,20,22,23
2023-04-27-06,22,20,22,18,29,22,21,25,22,21,3,16,21,20,22,9,19,21,22
2023-04-27-07,24,21,21,19,30,21,22,26,24,19,3,16,24,21,23,10,19,21,23
2023-04-27-08,25,23,22,19,31,22,22,26,26,21,3,17,22,23,25,14,20,21,23
2023-04-27-09,27,22,22,20,31,22,22,28,27,21,-999,18,21,24,27,16,19,22,25
2023-04-27-10,29,23,24,20,33,24,23,28,30,21,-999,20,20,25,28,18,20,24,25
2023-04-27-11,29,23,25,20,33,25,23,29,30,21,-999,20,19,24,27,23,20,24,26
2023-04-27-12,27,21,23,19,33,23,22,31,28,20,-999,20,22,24,26,25,21,23,26
2023-04-27-13,24,21,22,18,32,23,21,33,25,19,-999,20,21,22,25,25,22,22,24
2023-04-27-14,20,18,20,18,30,20,20,33,22,18,-999,19,21,21,23,26,21,20,22
2023-04-27-15,18,15,17,16,29,19,18,32,20,16,-999,19,20,20,20,24,21,18,20
2023-04-27-16,17,15,17,15,28,18,16,29,19,16,-999,19,16,18,19,23,21,16,19
2023-04-27-17,17,13,17,15,26,17,16,25,18,16,-999,18,16,16,17,23,20,16,18
2023-04-27-18,16,13,16,14,24,17,16,23,17,15,-999,18,15,16,15,21,19,16,18
2023-04-27-19,16,13,16,13,23,16,16,21,16,15,-999,17,14,14,15,21,19,15,18
2023-04-27-20,15,13,16,14,21,17,16,21,17,15,2,18,14,14,15,20,18,16,18
2023-04-27-21,14,13,15,15,20,17,16,21,17,15,3,19,14,13,15,19,18,17,17
2023-04-27-22,14,13,14,16,18,17,16,22,16,16,3,20,13,15,16,19,17,18,17
2023-04-27-23,16,14,14,17,17,19,17,21,17,17,2,20,12,16,17,18,16,19,17
2023-04-28-00,17,14,15,18,18,20,17,19,18,17,2,22,12,17,18,17,16,20,18
2023-04-28-01,19,15,16,22,17,21,18,17,19,18,2,25,12,19,20,16,16,23,19
2023-04-28-02,21,18,18,23,18,23,20,17,22,19,2,27,13,20,22,16,16,25,21
2023-04-28-03,22,21,20,25,20,24,21,17,22,21,2,28,15,20,24,15,15,28,23
2023-04-28-04,23,22,22,26,22,27,23,18,23,22,2,28,15,22,26,15,15,30,22
2023-04-28-05,25,25,22,26,23,28,24,19,24,24,2,28,16,23,29,15,16,32,23
2023-04-28-06,25,27,23,25,25,29,24,19,25,24,2,30,17,23,31,15,16,32,23
2023-04-28-07,28,28,24,26,25,31,24,21,27,25,2,31,17,25,34,16,16,34,24
2023-04-28-08,30,31,25,28,26,31,24,21,29,26,3,33,18,26,35,17,18,34,25
2023-04-28-09,32,32,25,29,26,32,25,22,29,26,3,33,18,26,34,19,19,35,25
2023-04-28-10,33,33,28,28,26,31,27,23,31,29,4,31,17,26,33,19,21,33,25
2023-04-28-11,34,34,31,27,27,29,29,23,32,31,4,29,18,28,33,19,20,31,28
2023-04-28-12,37,34,32,23,28,27,32,24,34,33,3,25,20,28,34,19,20,28,30
2023-04-28-13,36,34,35,21,32,26,34,29,34,34,3,22,24,29,33,20,21,25,33
2023-04-28-14,35,31,31,23,35,25,35,32,31,32,3,23,28,28,31,21,20,26,34
2023-04-28-15,33,28,27,23,35,24,33,33,27,28,2,24,27,26,29,22,21,24,30
2023-04-28-16,29,26,26,24,33,24,30,32,24,25,3,25,25,23,26,23,22,23,28
2023-04-28-17,27,24,22,23,30,22,27,29,23,22,3,25,22,22,26,20,22,21,26
2023-04-28-18,25,22,23,21,28,21,27,26,22,21,4,22,21,21,25,21,22,20,25
2023-04-28-19,24,22,24,19,26,19,27,24,20,21,3,20,20,20,24,22,21,18,25
2023-04-28-20,23,21,23,18,26,18,26,23,19,20,3,18,21,20,23,22,19,17,25
2023-04-28-21,22,18,24,18,26,18,26,23,19,19,2,17,21,19,22,22,18,17,25
2023-04-28-22,22,17,23,17,25,18,25,22,18,19,2,18,21,20,21,22,17,16,25
2023-04-28-23,22,16,22,17,25,18,24,21,18,19,2,19,23,19,21,23,17,16,25
2023-04-29-00,21,15,23,19,25,19,23,21,17,18,1,21,23,18,20,23,18,16,24
2023-04-29-01,21,15,22,18,23,18,21,20,16,18,1,23,20,19,20,23,18,18,24
2023-04-29-02,19,17,23,18,23,20,21,20,16,18,2,24,18,19,20,23,17,20,24
2023-04-29-03,20,18,23,18,25,22,21,21,18,18,2,25,16,19,20,23,17,22,24
2023-04-29-04,19,20,21,17,28,24,20,23,19,18,2,23,18,19,19,23,17,24,24
2023-04-29-05,21,22,22,18,29,26,23,23,20,19,2,23,20,19,19,23,17,25,25
2023-04-29-06,23,23,22,17,29,27,24,23,21,19,2,23,23,19,19,23,18,27,26
2023-04-29-07,24,24,24,18,28,29,26,25,21,21,2,24,25,20,20,24,19,30,27
2023-04-29-08,26,24,26,21,27,31,27,24,23,22,2,26,25,21,24,24,20,30,28
2023-04-29-09,25,23,27,22,27,29,27,23,24,21,2,26,25,21,26,24,22,29,27
2023-04-29-10,25,22,26,23,26,28,26,23,24,21,2,25,25,22,26,24,21,27,26
2023-04-29-11,24,22,26,22,25,24,24,21,23,19,2,23,24,21,24,22,20,24,24
2023-04-29-12,23,21,23,19,24,22,23,21,21,19,3,21,21,20,22,20,19,21,23
2023-04-29-13,22,21,22,16,25,21,22,21,19,20,2,19,21,18,20,20,17,19,23
2023-04-29-14,21,21,21,14,25,19,22,21,20,19,2,19,19,17,19,18,17,18,21
2023-04-29-15,19,19,20,13,24,18,22,21,19,18,1,18,17,16,19,17,17,17,20
2023-04-29-16,19,18,20,13,23,16,21,20,19,17,1,17,18,14,19,16,17,17,18
2023-04-29-17,19,17,19,14,22,16,20,18,18,15,1,17,17,14,19,15,17,16,17
2023-04-29-18,19,16,17,13,21,15,19,17,16,15,1,15,17,14,19,14,16,15,17
2023-04-29-19,18,17,17,13,21,14,17,16,15,14,2,14,16,14,18,14,15,14,17
2023-04-29-20,16,17,16,12,20,14,16,15,13,14,2,14,15,13,17,14,14,12,17
2023-04-29-21,14,17,14,11,20,13,16,14,12,13,2,13,15,11,15,13,13,12,16
2023-04-29-22,14,16,14,11,20,14,14,14,12,13,2,13,14,10,14,14,13,12,16
2023-04-29-23,14,15,13,11,19,14,14,14,12,12,3,14,14,9,14,15,13,13,16
2023-04-30-00,14,14,13,11,18,14,14,14,12,12,4,14,16,9,14,17,13,13,15
2023-04-30-01,15,13,12,12,17,15,14,13,12,11,4,17,15,10,14,16,12,13,14
2023-04-30-02,15,14,12,13,17,16,14,13,12,11,6,19,15,11,14,17,12,14,15
2023-04-30-03,16,14,12,15,18,17,14,13,13,11,7,19,15,12,16,17,13,15,15
2023-04-30-04,17,15,12,16,17,19,14,14,14,11,8,21,15,12,17,17,12,15,16
2023-04-30-05,18,16,12,17,17,21,14,14,16,12,8,21,15,14,17,18,13,18,17
2023-04-30-06,19,18,14,18,18,23,15,16,17,14,9,22,15,15,19,17,13,21,18
2023-04-30-07,20,20,16,19,19,25,16,16,19,15,8,23,17,18,21,17,13,23,20
2023-04-30-08,21,20,16,21,20,26,16,18,21,17,7,24,17,21,24,17,15,25,21
2023-04-30-09,21,20,17,19,22,26,17,19,20,17,6,24,18,21,24,18,15,24,21
2023-04-30-10,20,18,16,19,23,25,16,19,20,15,6,25,18,20,23,18,16,21,19
