,仁武,前金,前鎮,善化,大寮,安南,小港,屏東,左營,復興,恆春,新營,林園,楠梓,橋頭,潮州,美濃,臺南,鳳山
2023-01-25-19,16,19,16,16,19,18,19,22,16,17,2,16,15,15,18,21,20,18,20
2023-01-25-20,16,18,15,16,18,18,19,22,16,17,2,14,15,16,18,20,20,18,19
2023-01-25-21,17,18,15,15,18,17,19,21,16,17,2,14,15,16,18,20,18,17,19
2023-01-25-22,17,18,16,15,18,16,19,22,17,17,3,13,15,15,18,19,18,16,18
2023-01-25-23,18,18,15,14,18,15,20,21,16,16,3,12,15,15,17,20,17,15,18
2023-01-26-00,17,19,15,14,18,13,19,20,17,16,3,12,14,14,16,20,17,14,17
2023-01-26-01,17,20,15,14,18,12,19,20,16,16,3,11,16,15,15,20,18,15,17
2023-01-26-02,17,20,14,14,18,12,19,20,15,16,3,11,16,14,14,21,18,14,16
2023-01-26-03,17,20,14,14,18,12,18,19,17,16,4,12,16,14,14,21,19,15,16
2023-01-26-04,17,20,14,14,18,12,18,20,16,17,4,12,16,15,15,21,17,15,17
2023-01-26-05,17,20,15,14,19,12,19,19,17,17,4,11,16,15,16,21,16,14,16
2023-01-26-06,17,19,15,14,19,12,20,19,17,16,4,11,17,15,16,21,16,13,17
2023-01-26-07,17,20,16,15,20,13,20,19,18,17,4,11,18,15,16,21,17,13,18
2023-01-26-08,17,19,16,15,20,14,20,20,18,18,3,13,18,16,16,20,18,13,19
2023-01-26-09,20,20,17,15,21,15,21,20,18,19,2,14,19,17,17,21,20,15,20
2023-01-26-10,21,21,17,17,21,16,21,20,19,21,2,16,19,18,18,20,20,17,19
2023-01-26-11,21,20,17,17,21,18,21,20,19,22,1,17,18,18,19,18,19,19,18
2023-01-26-12,21,20,18,17,20,18,21,18,17,22,1,16,17,18,20,16,17,20,17
2023-01-26-13,20,20,18,16,19,18,20,17,19,22,1,16,16,18,19,13,14,19,17
2023-01-26-14,19,20,19,14,18,19,20,15,19,21,1,17,17,18,18,12,12,19,17
2023-01-26-15,20,20,20,14,16,19,20,14,19,21,1,18,16,18,16,11,10,19,16
2023-01-26-16,20,19,19,16,16,20,20,13,20,21,1,20,16,17,15,11,10,20,16
2023-01-26-17,20,19,20,17,16,21,21,12,19,21,1,22,16,17,17,12,10,21,16
2023-01-26-18,22,20,20,20,16,23,20,13,20,22,1,23,14,19,20,12,11,23,17
2023-01-26-19,23,22,19,23,17,25,21,14,22,23,1,24,15,20,22,13,11,25,20
2023-01-26-20,26,25,22,23,20,25,22,16,25,25,2,24,16,22,26,14,10,26,21
2023-01-26-21,27,28,25,25,22,24,24,18,28,28,3,24,17,26,28,14,12,26,24
2023-01-26-22,30,30,28,26,25,24,28,20,30,31,3,24,19,28,29,16,14,27,28
2023-01-26-23,31,31,30,25,29,24,31,22,31,31,3,25,21,29,29,17,16,27,29
2023-01-27-00,31,31,29,26,30,26,32,24,31,31,3,26,24,29,29,19,16,28,31
2023-01-27-01,31,29,28,28,31,26,31,26,29,29,3,27,25,29,30,20,15,28,30
2023-01-27-02,29,28,26,27,30,26,29,24,30,28,4,26,26,28,29,21,12,28,30
2023-01-27-03,29,28,25,27,29,25,28,22,28,28,4,26,25,28,29,22,11,26,30
2023-01-27-04,29,28,24,27,28,25,27,21,28,27,4,26,23,27,29,24,11,25,29
2023-01-27-05,30,31,23,25,27,24,27,19,27,26,3,24,23,27,29,26,11,24,28
2023-01-27-06,30,31,23,23,26,23,27,19,25,25,2,22,22,26,29,27,12,23,27
2023-01-27-07,29,30,22,20,26,21,26,19,24,23,2,19,22,25,27,27,12,21,27
2023-01-27-08,27,29,22,18,24,19,24,20,22,22,2,17,22,23,24,26,13,19,26
2023-01-27-09,25,23,20,17,24,19,23,21,20,20,2,16,22,20,21,23,13,18,24
2023-01-27-10,22,20,18,17,21,18,20,20,18,17,2,16,20,17,18,23,14,17,21
2023-01-27-11,19,18,16,16,19,18,18,18,16,16,2,16,19,15,15,23,13,16,18
2023-01-27-12,19,17,15,16,17,19,17,15,16,16,2,16,16,14,15,22,13,17,16
2023-01-27-13,19,18,16,16,15,20,16,13,16,17,3,18,14,14,15,20,12,20,16
2023-01-27-14,20,20,15,17,15,22,17,13,17,18,3,20,14,15,18,17,13,22,16
2023-01-27-15,23,22,17,20,15,25,19,14,19,19,5,23,14,18,20,16,15,25,18
2023-01-27-16,24,25,20,22,16,27,21,15,21,21,6,24,16,21,22,16,16,27,20
2023-01-27-17,26,26,22,23,19,30,23,18,24,22,9,25,19,23,24,18,20,29,23
2023-01-27-18,28,27,24,25,22,31,25,21,25,25,9,26,21,25,26,22,21,30,25
2023-01-27-19,28,28,25,26,24,31,26,22,27,26,9,26,24,26,27,25,24,31,28
2023-01-27-20,28,29,27,26,27,32,27,25,28,27,9,26,26,27,27,29,27,31,29
2023-01-27-21,28,29,27,26,27,31,28,25,27,28,9,26,28,27,28,32,28,31,30
2023-01-27-22,29,29,28,25,27,30,29,27,28,28,9,26,28,28,28,33,30,31,31
2023-01-27-23,30,29,29,25,28,29,30,28,28,29,9,25,30,27,27,35,30,31,31
2023-01-28-00,31,29,29,24,29,29,30,29,28,29,9,23,30,27,28,34,31,30,32
2023-01-28-01,30,29,28,23,29,27,31,30,29,29,10,22,31,27,27,34,31,28,31
2023-01-28-02,29,29,27,23,30,25,30,30,28,28,10,21,31,25,27,35,31,26,30
2023-01-28-03,28,28,26,21,29,25,29,30,27,27,10,20,31,25,26,34,32,24,29
2023-01-28-04,27,26,25,20,29,24,28,30,26,26,11,19,30,23,25,34,33,24,27
2023-01-28-05,25,25,25,20,29,23,27,29,24,25,11,19,29,22,24,34,32,24,26
2023-01-28-06,25,24,24,19,27,24,27,29,23,24,11,18,27,21,24,34,31,25,24
2023-01-28-07,23,23,22,19,25,23,26,28,22,23,12,18,27,20,24,33,29,25,23
2023-01-28-08,23,23,22,19,24,24,27,26,22,23,12,18,26,21,24,33,27,24,22
2023-01-28-09,22,23,21,19,24,23,27,26,23,23,14,17,26,21,24,32,26,24,23
2023-01-28-10,23,23,21,19,24,23,27,25,23,24,13,17,26,21,24,31,26,22,24
2023-01-28-11,24,24,22,19,24,23,28,27,23,24,13,17,26,22,25,31,27,22,25
2023-01-28-12,25,24,22,19,26,21,27,28,23,24,13,17,26,22,25,32,27,22,26
2023-01-28-13,27,24,23,18,27,21,27,28,23,24,12,18,25,23,25,32,27,22,26
2023-01-28-14,27,24,22,19,29,22,27,29,22,23,11,19,24,24,25,33,27,23,26
2023-01-28-15,26,23,22,19,29,23,25,29,22,22,12,20,22,24,25,33,27,23,26
2023-01-28-16,26,24,21,20,28,24,25,30,21,22,9,21,22,25,25,32,27,23,25
2023-01-28-17,26,24,20,21,26,24,25,30,21,22,9,21,22,25,26,32,27,23,24
2023-01-28-18,27,25,22,21,26,25,25,29,22,23,9,21,22,26,26,30,28,24,25
2023-01-28-19,27,27,23,22,26,26,26,29,23,24,8,22,23,26,27,30,28,26,25
2023-01-28-20,28,27,24,23,26,27,27,28,23,25,8,23,23,26,27,30,27,26,26
2023-01-28-21,29,27,26,23,26,29,28,29,24,26,8,24,24,25,26,30,27,27,27
2023-01-28-22,28,29,27,24,27,29,28,29,25,25,8,26,25,25,27,31,27,26,27
2023-01-28-23,29,29,26,23,28,28,28,28,26,26,8,25,25,27,28,31,27,25,28
2023-01-29-00,30,30,27,23,28,26,29,27,27,27,7,24,26,28,28,31,27,23,29
2023-01-29-01,29,31,27,22,29,25,31,27,28,27,7,24,27,28,28,32,27,23,29
2023-01-29-02,29,31,27,23,28,24,31,28,28,27,7,22,29,29,27,32,28,23,30
2023-01-29-03,28,30,27,24,29,24,32,30,28,27,7,24,28,29,26,32,28,24,29
2023-01-29-04,27,29,27,28,28,25,32,31,28,26,8,25,28,29,25,33,28,25,29
2023-01-29-05,27,29,26,32,28,25,31,32,27,27,8,25,29,28,25,32,28,25,28
2023-01-29-06,26,28,26,33,28,25,30,31,27,27,8,25,29,27,26,33,27,25,28
2023-01-29-07,27,28,26,33,27,24,30,30,28,27,8,24,29,27,28,33,27,25,29
2023-01-29-08,28,29,27,30,27,25,31,30,29,28,8,23,29,28,29,36,27,25,29
2023-01-29-09,30,30,28,29,28,25,31,29,30,29,8,22,30,28,30,38,27,27,31
2023-01-29-10,30,31,29,29,28,25,32,30,30,30,8,23,31,29,31,39,29,27,32
2023-01-29-11,31,31,30,29,29,25,33,31,29,31,8,23,32,29,31,39,29,27,37
2023-01-29-12,32,32,31,28,29,25,33,29,30,31,9,23,33,30,31,37,27,28,39
2023-01-29-13,32,31,31,26,27,24,32,28,30,31,8,22,32,29,31,33,25,27,39
2023-01-29-14,31,30,30,25,26,24,30,27,30,30,7,21,29,28,30,30,22,26,37
2023-01-29-15,30,28,28,24,25,25,28,28,29,29,7,21,25,27,29,29,20,26,32
2023-01-29-16,29,26,26,23,25,24,27,29,27,27,8,21,22,24,28,28,19,25,29
2023-01-29-17,29,25,25,23,25,24,26,29,26,26,9,21,20,26,28,28,21,25,28
2023-01-29-18,28,25,24,23,25,24,25,29,25,25,9,22,21,26,28,30,23,25,28
2023-01-29-19,29,26,25,23,26,25,26,29,24,26,10,22,22,26,27,31,25,26,28
2023-01-29-20,28,27,25,24,27,25,27,29,25,26,10,22,24,27,27,34,27,26,28
2023-01-29-21,28,28,26,24,27,26,28,31,26,27,10,23,24,27,28,34,26,26,29
2023-01-29-22,30,29,27,25,27,26,29,31,28,28,10,22,25,27,27,34,26,27,30
2023-01-29-23,31,29,27,25,28,26,30,30,28,29,10,23,26,28,28,35,27,27,30
2023-01-30-00,32,29,28,25,29,26,32,32,29,30,10,24,26,29,29,35,28,28,30
2023-01-30-01,34,31,30,26,32,28,34,35,30,32,11,26,29,30,30,39,31,31,32
2023-01-30-02,35,33,31,27,35,30,38,37,31,34,11,29,33,31,31,45,33,32,35
2023-01-30-03,39,35,33,29,39,33,40,41,35,36,10,31,34,33,32,48,36,33,37
2023-01-30-04,42,37,35,32,42,36,42,41,36,38,9,33,38,34,35,51,41,35,41
2023-01-30-05,43,39,36,34,44,37,44,41,37,40,9,34,40,35,37,53,40,35,45
2023-01-30-06,43,40,38,37,46,38,44,41,38,41,9,35,40,36,38,53,43,36,45
2023-01-30-07,42,41,38,39,45,39,45,39,39,41,8,36,40,35,39,52,46,38,45
2023-01-30-08,42,41,38,40,46,41,46,39,41,42,8,37,39,35,40,53,47,42,45
2023-01-30-09,43,41,38,43,45,44,45,38,41,42,8,39,37,37,42,52,47,46,44
2023-01-30-10,45,41,39,45,43,47,45,36,41,43,8,40,36,36,42,50,45,50,44
2023-01-30-11,46,40,39,47,41,49,44,34,41,43,7,38,35,35,43,46,40,53,42
2023-01-30-12,43,40,40,46,38,49,44,31,40,43,6,37,35,33,41,39,33,54,39
2023-01-30-13,41,40,39,42,42,45,44,28,39,41,5,35,35,31,40,32,28,50,37
2023-01-30-14,40,39,39,39,46,39,43,26,39,40,5,32,35,30,36,30,24,44,36
2023-01-30-15,37,37,37,33,47,34,43,28,37,37,5,28,34,28,32,34,22,39,34
2023-01-30-16,34,35,34,29,50,31,41,29,34,33,6,26,32,27,29,34,22,34,32
2023-01-30-17,31,30,31,26,42,30,36,28,30,30,7,26,30,25,28,36,24,33,28
2023-01-30-18,28,26,26,24,34,29,32,27,26,28,7,24,27,23,25,35,25,32,26
2023-01-30-19,25,25,23,23,29,28,29,23,24,25,8,23,25,22,25,32,24,30,23
2023-01-30-20,25,24,22,23,28,28,27,24,23,24,8,22,22,22,27,31,22,29,22
2023-01-30-21,25,25,22,23,28,26,26,24,24,24,8,21,22,22,27,37,21,27,23
2023-01-30-22,26,26,23,23,29,25,27,25,25,24,9,21,22,22,29,37,19,26,23
2023-01-30-23,28,27,25,23,30,25,28,26,27,26,10,20,25,23,28,40,19,26,25
2023-01-31-00,29,26,26,23,32,25,28,28,27,28,10,20,27,22,27,43,19,26,25
2023-01-31-01,29,25,27,25,32,26,29,30,28,28,11,21,28,24,26,42,19,27,25
2023-01-31-02,27,24,27,25,32,27,29,30,29,29,10,22,30,24,25,42,21,30,25
2023-01-31-03,28,25,27,25,31,29,29,30,29,29,10,24,30,25,27,42,21,32,26
2023-01-31-04,29,26,28,26,31,32,30,29,30,29,10,26,30,27,29,41,20,34,27
2023-01-31-05,30,27,29,24,31,34,29,28,31,30,10,26,30,28,31,40,21,38,28
2023-01-31-06,32,28,29,25,31,35,29,29,31,31,11,29,29,29,32,41,21,39,30
2023-01-31-07,33,28,30,27,32,36,29,29,32,32,10,29,30,29,33,41,22,39,31
2023-01-31-08,35,31,30,27,31,36,30,29,33,33,10,31,30,29,34,42,23,39,31
2023-01-31-09,38,35,32,31,34,36,32,29,35,34,9,35,30,29,35,41,24,38,33
2023-01-31-10,40,36,34,36,34,36,35,29,37,37,9,35,28,31,39,41,23,40,35
2023-01-31-11,41,37,37,38,35,35,37,30,38,40,8,36,24,34,39,39,24,40,36
2023-01-31-12,39,37,35,40,35,35,35,27,38,38,7,35,22,33,38,34,23,40,35
2023-01-31-13,37,33,31,35,33,33,34,26,38,34,6,32,22,32,39,29,22,36,32
2023-01-31-14,33,33,28,30,32,31,33,26,33,30,6,31,22,30,35,26,20,35,28
2023-01-31-15,30,31,24,26,30,27,24,26,30,25,5,28,21,26,30,24,20,29,24
2023-01-31-16,26,24,22,24,27,24,22,27,27,23,5,26,20,23,27,27,20,23,22
2023-01-31-17,23,21,20,23,26,21,22,27,22,22,5,24,17,21,23,32,21,21,20
2023-01-31-18,21,20,19,24,24,21,21,25,19,20,5,24,15,19,21,30,19,21,19
2023-01-31-19,21,20,17,24,23,22,20,23,18,19,6,26,15,22,22,28,18,21,18
2023-01-31-20,21,20,17,26,22,24,20,20,17,19,7,28,15,23,22,29,16,23,17
2023-01-31-21,23,19,17,28,20,27,19,19,17,18,8,30,16,24,23,28,16,25,18
2023-01-31-22,24,22,16,30,19,30,19,19,18,18,7,32,16,25,25,28,15,27,19
2023-01-31-23,24,21,16,34,21,34,19,20,20,18,7,34,16,24,27,28,15,30,20
2023-02-01-00,25,20,17,33,23,36,20,24,23,19,6,36,19,24,28,26,15,32,20
2023-02-01-01,24,20,18,32,25,36,22,25,24,20,6,37,20,22,26,26,15,32,21
2023-02-01-02,23,19,19,30,26,35,22,23,25,21,6,38,21,20,25,25,16,31,21
2023-02-01-03,24,19,19,27,25,33,22,22,25,20,7,39,21,22,26,26,15,31,20
2023-02-01-04,27,21,19,26,24,32,22,22,26,20,6,37,21,24,26,26,15,33,20
2023-02-01-05,27,23,20,26,22,32,21,21,26,21,7,34,20,24,26,25,16,35,20
2023-02-01-06,27,24,20,26,22,33,23,21,26,23,7,30,19,24,26,24,16,37,21
2023-02-01-07,27,25,22,26,21,34,24,21,27,24,7,27,20,21,24,25,17,36,22
2023-02-01-08,25,23,23,25,21,33,24,22,26,24,7,26,19,21,23,25,16,33,22
2023-02-01-09,28,23,22,24,23,32,25,23,26,24,7,26,20,23,23,23,16,31,22
2023-02-01-10,28,22,22,23,24,32,23,24,26,23,7,26,21,23,22,23,16,28,21
2023-02-01-11,26,22,21,23,26,30,22,23,25,23,7,26,20,21,21,20,16,30,18
2023-02-01-12,25,21,20,21,24,30,21,22,24,21,7,23,20,20,20,20,15,30,17
2023-02-01-13,22,21,20,19,22,27,21,19,23,21,6,21,19,19,19,21,15,28,18
2023-02-01-14,24,23,21,17,20,24,21,18,24,23,6,19,18,19,20,19,13,27,18
2023-02-01-15,25,23,21,15,19,21,22,19,24,24,6,16,17,20,21,19,12,24,21
2023-02-01-16,24,22,22,14,21,21,21,20,23,24,6,15,16,20,20,18,11,23,23
2023-02-01-17,25,19,20,14,23,20,21,23,20,23,6,14,16,20,20,20,10,21,23
2023-02-01-18,22,16,18,14,23,21,20,25,17,21,5,14,16,18,19,21,13,19,22
2023-02-01-19,20,16,18,14,23,21,21,27,16,20,5,16,17,17,18,23,15,19,21
2023-02-01-20,20,18,18,15,24,21,21,26,17,19,4,18,17,17,20,24,16,20,20
2023-02-01-21,20,19,19,18,27,23,21,28,19,20,3,21,18,18,23,25,17,22,21
2023-02-01-22,23,20,21,21,28,23,22,29,21,21,3,24,20,20,25,25,16,25,22
2023-02-01-23,27,21,23,23,30,25,23,32,23,22,3,25,23,21,27,24,16,27,24
2023-02-02-00,29,22,25,26,34,28,24,36,25,25,4,27,26,21,27,24,17,30,26
2023-02-02-01,31,22,25,29,34,30,25,38,25,26,4,30,29,23,28,23,18,32,28
2023-02-02-02,33,24,25,32,36,33,27,38,25,27,4,32,32,22,28,24,19,36,28
2023-02-02-03,31,25,27,34,35,36,28,36,25,28,4,34,33,22,28,26,20,38,28
2023-02-02-04,31,26,28,36,33,38,28,32,26,29,4,36,31,24,28,28,21,40,27
2023-02-02-05,30,27,30,37,32,42,28,28,27,30,4,38,29,24,28,28,21,42,27
2023-02-02-06,28,27,31,38,30,44,29,27,29,29,4,38,27,24,28,28,21,43,27
2023-02-02-07,27,28,29,39,32,43,30,26,31,29,4,38,26,25,31,28,20,44,27
2023-02-02-08,29,31,30,38,32,42,30,27,33,30,3,37,26,25,34,28,21,44,28
2023-02-02-09,32,34,31,37,31,42,31,25,35,32,2,36,26,28,37,27,20,44,28
2023-02-02-10,35,37,35,37,30,41,31,24,38,36,3,37,25,31,39,26,19,44,30
2023-02-02-11,40,40,39,36,29,42,34,22,39,40,3,37,29,33,38,25,18,44,31
2023-02-02-12,41,42,41,36,36,43,37,21,41,42,4,37,34,35,38,23,18,45,31
2023-02-02-13,43,43,42,35,38,43,37,23,42,44,6,37,35,36,39,26,18,45,32
2023-02-02-14,43,44,41,35,38,43,36,25,42,44,8,38,37,35,39,25,19,44,33
2023-02-02-15,44,44,37,35,36,44,33,28,42,40,8,38,33,37,41,25,20,43,33
2023-02-02-16,44,42,36,34,29,46,31,30,41,37,7,38,30,40,43,25,21,43,34
2023-02-02-17,43,40,36,35,26,48,33,30,40,36,7,37,30,40,43,22,23,49,35
2023-02-02-18,44,38,36,34,25,46,35,30,39,34,7,36,30,40,44,22,26,48,36
2023-02-02-19,44,39,39,32,28,44,38,32,39,37,7,34,32,40,44,24,28,47,37
2023-02-02-20,44,38,42,32,31,39,40,35,39,39,7,33,33,39,42,26,30,45,38
2023-02-02-21,45,39,42,32,36,36,42,38,39,40,6,32,33,38,42,27,32,40,40
2023-02-02-22,44,40,42,32,40,35,44,39,39,41,6,31,38,38,41,30,32,38,39
2023-02-02-23,43,40,42,30,41,34,44,39,39,41,5,29,39,37,41,30,33,37,40
2023-02-03-00,41,39,42,28,39,33,43,40,38,42,5,27,44,38,40,29,34,35,40
2023-02-03-01,39,38,40,27,38,33,44,40,37,40,4,25,51,37,39,29,35,34,40
2023-02-03-02,39,38,41,24,38,32,43,41,35,40,4,24,50,37,37,30,36,32,40
2023-02-03-03,37,36,41,23,37,29,43,41,34,40,4,23,49,36,35,33,36,31,39
2023-02-03-04,35,36,39,22,37,27,43,41,32,39,4,22,46,34,33,36,35,30,38
2023-02-03-05,35,35,38,22,37,25,42,40,31,38,3,21,43,33,31,38,34,27,37
2023-02-03-06,34,35,37,21,37,25,42,40,30,37,3,20,43,32,30,40,33,26,37
2023-02-03-07,33,35,36,21,37,24,41,41,30,36,3,19,42,31,29,40,31,24,36
2023-02-03-08,33,35,37,20,37,24,40,41,30,35,3,18,44,31,29,40,31,24,37
2023-02-03-09,34,35,37,20,39,25,39,41,30,36,2,19,44,32,30,42,31,24,37
2023-02-03-10,35,36,38,20,40,24,40,42,32,37,2,19,47,33,31,43,31,26,39
2023-02-03-11,37,38,40,21,42,25,42,42,33,39,2,21,51,35,33,44,31,28,40
2023-02-03-12,40,39,41,22,45,27,45,42,35,42,2,22,53,36,34,44,30,30,41
2023-02-03-13,41,40,41,24,47,27,45,41,37,41,2,24,51,36,37,44,29,31,41
2023-02-03-14,40,41,41,25,47,28,43,42,39,40,2,25,47,36,36,48,27,31,40
2023-02-03-15,38,40,40,24,46,29,40,41,39,38,3,27,42,34,35,50,28,30,39
2023-02-03-16,36,38,39,25,45,29,37,41,37,36,3,28,36,33,35,51,28,29,37
2023-02-03-17,35,35,39,25,41,29,37,41,33,36,3,28,33,33,33,48,28,30,36
2023-02-03-18,34,33,37,25,40,30,37,38,31,35,5,28,32,32,34,41,28,30,35
2023-02-03-19,35,32,36,26,38,30,37,38,29,34,5,27,31,34,34,37,28,31,35
2023-02-03-20,35,32,35,27,36,29,38,38,30,32,4,27,29,35,35,33,30,30,36
2023-02-03-21,37,32,35,27,36,28,38,38,32,33,5,26,28,35,35,32,31,29,36
2023-02-03-22,37,34,37,26,36,27,39,38,32,34,5,26,27,35,35,31,33,29,38
2023-02-03-23,38,34,37,26,37,26,39,39,33,34,5,26,29,34,35,31,32,28,39
2023-02-04-00,37,35,37,24,39,25,39,39,34,35,5,25,30,35,34,33,32,27,39
2023-02-04-01,35,34,37,23,38,24,39,39,33,36,4,24,33,34,33,33,32,26,39
2023-02-04-02,35,34,36,23,37,24,39,39,32,36,4,24,34,33,32,32,30,26,38
2023-02-04-03,34,34,36,22,37,23,38,38,30,36,3,21,35,33,32,32,28,27,37
2023-02-04-04,35,33,35,22,36,23,39,38,28,35,3,20,36,32,31,31,27,26,37
2023-02-04-05,34,34,35,21,35,22,39,37,29,34,2,20,35,31,30,31,26,27,36
2023-02-04-06,34,34,35,21,35,22,38,36,29,34,2,21,34,31,30,30,25,26,37
2023-02-04-07,35,35,36,22,35,24,39,37,30,35,1,24,34,31,31,30,25,27,37
2023-02-04-08,35,36,37,23,37,27,39,37,32,37,1,25,35,32,31,30,25,29,38
2023-02-04-09,36,38,39,26,40,30,41,38,33,38,1,26,38,34,32,33,26,32,40
2023-02-04-10,39,41,42,29,46,33,43,39,37,41,0,25,40,36,35,35,28,35,42
2023-02-04-11,41,44,44,30,48,35,44,40,39,44,0,26,43,38,39,35,29,37,43
2023-02-04-12,43,45,45,32,48,35,44,40,41,48,0,27,45,38,40,36,28,39,42
2023-02-04-13,45,46,47,32,46,35,47,38,42,50,0,29,47,38,41,35,26,37,41
2023-02-04-14,45,45,46,31,44,34,46,35,40,48,1,30,47,37,40,35,24,36,40
2023-02-04-15,44,42,47,30,45,32,47,33,38,47,2,29,43,36,37,39,23,34,40
2023-02-04-16,42,39,44,29,45,31,47,33,35,43,1,28,40,35,35,41,23,33,38
2023-02-04-17,38,36,41,27,45,31,44,34,32,38,1,26,36,33,34,43,25,33,37
2023-02-04-18,36,33,39,25,44,30,43,37,30,36,1,24,34,32,32,44,26,32,35
2023-02-04-19,33,31,36,24,41,28,40,38,27,34,1,24,32,31,31,41,27,31,34
2023-02-04-20,33,31,35,23,38,26,39,41,27,32,1,23,29,30,30,39,27,30,33
2023-02-04-21,32,31,35,23,38,25,37,43,27,34,1,25,27,30,30,37,27,28,32
2023-02-04-22,31,30,34,24,36,25,37,42,27,34,1,27,26,29,29,35,26,28,32
2023-02-04-23,30,31,34,25,36,27,36,40,27,34,1,27,25,28,28,34,26,30,33
2023-02-05-00,30,30,34,26,36,29,36,36,27,34,1,28,26,28,29,32,26,31,33
2023-02-05-01,35,32,33,28,36,30,36,33,30,33,1,29,28,34,35,31,26,33,34
2023-02-05-02,39,34,35,29,40,30,38,34,31,34,1,29,31,38,39,32,27,33,39
2023-02-05-03,44,37,36,29,44,29,40,38,35,36,0,30,36,45,42,33,28,34,43
2023-02-05-04,52,41,40,29,51,30,43,40,39,38,0,32,39,53,50,35,29,34,48
2023-02-05-05,50,46,43,30,55,31,49,41,43,41,0,32,43,52,47,35,30,34,54
2023-02-05-06,51,49,46,31,56,33,51,41,47,45,0,32,46,53,50,35,30,35,53
2023-02-05-07,53,52,51,32,53,35,53,41,49,49,0,33,44,52,50,34,30,36,53
2023-02-05-08,51,55,55,33,52,35,55,40,51,54,0,34,43,50,46,33,30,37,56
2023-02-05-09,52,54,56,33,53,37,56,42,50,55,0,35,43,52,48,37,32,39,56
2023-02-05-10,53,56,58,35,53,39,56,44,51,56,0,37,45,52,48,39,34,41,58
2023-02-05-11,53,55,57,37,54,41,56,45,51,55,0,38,46,53,49,39,34,44,59
2023-02-05-12,53,53,56,39,52,43,54,45,50,54,0,39,50,52,49,39,33,44,56
2023-02-05-13,50,52,54,39,48,43,54,42,49,53,0,38,51,49,47,37,31,46,53
2023-02-05-14,49,48,52,39,42,43,52,37,48,51,0,38,47,47,45,34,27,44,47
2023-02-05-15,46,46,49,35,36,41,51,37,45,47,1,35,45,45,44,32,26,40,44
2023-02-05-16,43,43,45,32,32,37,49,36,43,42,2,31,39,42,42,30,28,36,40
2023-02-05-17,42,39,42,29,29,34,44,36,39,39,2,28,35,42,39,27,28,32,38
2023-02-05-18,39,38,40,28,27,31,42,38,36,38,3,27,33,39,36,25,29,30,39
2023-02-05-19,36,36,42,28,29,30,41,36,34,36,3,27,30,35,34,25,30,30,37
2023-02-05-20,36,36,41,29,30,30,40,36,34,37,4,28,27,36,34,27,29,31,35
2023-02-05-21,35,36,41,31,31,31,39,36,34,36,5,28,26,35,34,31,29,32,34
2023-02-05-22,36,34,40,32,32,33,38,37,34,36,6,27,26,34,33,34,28,34,34
2023-02-05-23,36,35,37,31,32,34,39,37,34,36,6,26,28,36,34,37,27,35,34
2023-02-06-00,36,35,37,30,32,36,39,36,35,35,6,24,29,34,34,36,27,36,35
2023-02-06-01,37,36,38,29,32,35,39,36,34,36,6,23,29,35,34,35,27,36,37
2023-02-06-02,36,37,38,27,33,34,40,35,34,36,7,25,29,35,34,34,30,36,38
2023-02-06-03,36,38,39,28,34,34,39,34,34,36,7,28,30,34,33,34,31,37,39
2023-02-06-04,35,39,38,29,36,34,39,34,33,36,6,31,30,34,32,35,31,37,39
2023-02-06-05,33,39,37,32,37,36,39,34,33,35,6,32,30,33,31,34,31,38,39
2023-02-06-06,33,39,36,33,38,37,38,33,32,35,6,31,30,33,31,34,29,40,38
2023-02-06-07,33,39,34,32,38,37,39,34,32,35,6,28,32,33,32,34,28,40,38
2023-02-06-08,34,39,35,32,38,36,39,39,33,35,6,26,34,34,32,33,28,41,37
2023-02-06-09,36,40,36,31,40,35,38,39,34,35,6,26,35,33,34,33,28,42,36
2023-02-06-10,35,39,37,28,40,33,37,40,35,36,8,25,35,35,34,32,27,40,36
2023-02-06-11,36,39,37,27,39,30,37,39,35,36,9,24,35,36,36,29,26,37,35
2023-02-06-12,35,39,37,25,34,28,37,34,35,37,9,22,35,35,35,27,24,33,34
2023-02-06-13,32,37,36,22,31,25,36,32,34,36,9,20,32,32,33,25,21,29,33
2023-02-06-14,30,36,35,19,29,21,36,27,32,34,8,17,31,28,31,22,19,25,30
2023-02-06-15,27,33,34,17,27,20,35,25,31,34,8,14,32,26,27,22,17,23,29
2023-02-06-16,27,30,33,15,33,19,34,23,28,33,8,14,32,24,26,22,16,22,27
2023-02-06-17,27,27,32,14,30,18,33,22,25,31,9,15,31,25,24,21,16,20,27
2023-02-06-18,26,24,31,14,27,18,30,23,22,27,9,16,29,24,24,21,15,20,25
2023-02-06-19,25,22,29,15,26,20,27,23,20,24,9,18,26,23,24,21,14,20,25
2023-02-06-20,22,21,27,15,23,20,26,21,19,22,9,17,23,23,23,22,14,22,23
2023-02-06-21,21,22,24,16,23,22,25,21,19,21,9,18,23,23,24,23,12,24,23
2023-02-06-22,22,23,24,17,23,22,25,20,21,23,8,21,22,24,24,21,12,26,24
2023-02-06-23,23,26,25,18,24,23,25,21,21,25,6,23,22,25,24,20,12,27,26
2023-02-07-00,25,26,26,21,25,24,26,21,22,26,5,27,24,25,25,18,12,29,27
2023-02-07-01,26,27,27,24,25,26,27,22,23,27,4,30,24,26,25,17,12,30,27
2023-02-07-02,26,28,27,27,24,30,27,22,24,26,4,33,28,27,27,17,12,32,29
